site_id,date,temperature,temperature_max,temperature_min,precipitation,humidity,wind_speed,solar_radiation,temperature_range,vpd_kpa,et0,rainfall_7d,rainfall_30d,temperature_7d,water_balance_30d,precipitation_lag1,doy_sin,doy_cos,crop_age,kc,latitude,longitude,field_capacity,wilting_point,root_depth_m,taw_mm,target,prediction
meknes,2022-01-30,15.82,24.52,9.94,0.0,47.02,2.21,13.82,14.58,0.9523083421848334,2.5072206906686976,1.180000000000032,7.53,13.927142857142856,-51.6815570343134,0.0,0.4934681416772373,0.8697638720650646,76,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.6849313024105144,0.601611258827398
settat,2022-01-30,15.51,24.81,9.42,0.0,45.17,2.31,10.56,15.39,0.9661882123336132,2.615569641939248,4.119999999999999,7.950000000000017,13.947142857142856,-53.965078802271,0.01,0.4934681416772373,0.8697638720650646,76,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.7850983412142927,0.7002424198787731
marrakech,2022-01-31,15.0,22.23,10.17,0.33,46.94,2.31,10.48,12.06,0.9048567107606288,2.3813295937922723,10.689999999999984,30.12,12.285714285714286,-31.6795000320735,1.53,0.5083564379375122,0.8611467540480452,77,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.6879129087087107,0.4992791771891301
meknes,2022-01-31,15.96,23.92,10.6,0.0,56.76,2.17,13.13,13.320000000000002,0.7842206496133838,2.4254743946836563,0.7200000000000321,7.53,14.25,-51.97875683773466,0.0,0.5083564379375122,0.8611467540480452,77,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.6953135165628195,0.7880474786939627
settat,2022-01-31,16.18,24.49,11.34,0.0,53.43,1.53,12.08,13.15,0.8565608515976826,2.4852131109507933,4.039999999999999,7.940000000000017,14.331428571428573,-54.10121861194914,0.0,0.5083564379375122,0.8611467540480452,77,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.7981712697379009,0.7094522464803108
marrakech,2022-02-01,15.12,23.22,9.85,0.0,37.64,1.74,15.14,13.37,1.0716976994602807,2.53488621115384,5.079999999999986,30.12,12.868571428571428,-32.12011421430921,0.33,0.5230943033491326,0.8522748088519838,78,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7261515770613258,0.5469973601833507
meknes,2022-02-01,13.89,22.24,8.96,0.0,62.43,1.6,15.91,13.279999999999998,0.5963219844087198,2.2915307942663943,0.5100000000000321,7.52,14.375714285714286,-52.20968302400031,0.0,0.5230943033491326,0.8522748088519838,78,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7313866616734117,0.7432538611271255
settat,2022-02-01,14.53,23.72,9.0,0.0,53.51,2.18,15.25,14.72,0.7691416043534737,2.5210253175151136,0.58,7.9300000000000175,14.527142857142858,-54.43317892257346,0.0,0.5230943033491326,0.8522748088519838,78,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8186190099643129,0.7690027854622984
marrakech,2022-02-02,15.29,24.54,5.99,0.0,32.3,1.87,15.89,18.55,1.1762520032616195,3.023388115398211,3.0299999999999856,30.12,13.64,-32.8246788129296,0.0,0.5376773767406141,0.8431506618282,79,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7306547781726329,0.544345616117413
meknes,2022-02-02,14.81,26.41,7.6,0.0,43.81,1.85,16.43,18.81,0.9465752856008466,2.829082878065493,0.380000000000032,7.52,14.504285714285714,-53.06817025653304,0.0,0.5376773767406141,0.8431506618282,79,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7320955566254006,0.6709381743887818
settat,2022-02-02,14.74,25.72,7.16,0.0,39.95,1.65,15.4,18.56,1.0070439691873267,2.871422865713784,0.15,7.870000000000018,14.757142857142856,-55.10157900730941,0.0,0.5376773767406141,0.8431506618282,79,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8237484252026928,0.8000908005545071
marrakech,2022-02-03,16.27,23.65,10.44,0.05,46.57,1.88,12.44,13.21,0.9883922109814164,2.646488747442868,2.199999999999986,30.16,14.468571428571428,-33.3560208163545,0.0,0.5521013427459208,0.8337770129585915,80,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7487896753924944,0.6036824830481401
meknes,2022-02-03,15.77,23.25,10.42,0.0,46.78,1.59,14.52,12.83,0.9535671141352025,2.424892799607985,0.0400000000000319,4.85,14.9,-56.3314941722835,0.0,0.5521013427459208,0.8337770129585915,80,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7368799685572125,0.7471526225518402
settat,2022-02-03,16.55,24.69,11.07,0.0,46.16,1.75,13.1,13.62,1.0138909963907312,2.617034245648979,0.09,6.900000000000017,15.171428571428567,-56.811154385997135,0.0,0.5521013427459208,0.8337770129585915,80,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.831997955377052,0.8319459290235173
marrakech,2022-02-04,16.05,23.53,9.97,0.01,54.7,1.55,15.09,13.56,0.8263181229085106,2.684004594140032,1.9299999999999855,30.15,15.09142857142857,-34.416609073694126,0.05,0.5663619330814524,0.8241566360566663,81,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7382510254521946,0.5001318864611984
meknes,2022-02-04,14.64,21.39,10.3,0.03,69.5,1.39,11.88,11.09,0.5081973070374721,2.1964981413032496,0.0300000000000319,4.28,15.151428571428571,-57.680577236392914,0.0,0.5663619330814524,0.8241566360566663,81,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.752385941162482,0.7785005177940844
settat,2022-02-04,16.7,24.61,12.1,0.01,60.61,2.29,12.83,12.51,0.7488808321654435,2.539063140068893,0.02,6.690000000000018,15.564285714285717,-57.95047683685316,0.0,0.5663619330814524,0.8241566360566663,81,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8374501884248275,0.8181408610262855
marrakech,2022-02-05,14.03,19.32,9.93,0.37,63.83,1.61,13.3,9.39,0.5793420221866878,2.1161045468338475,2.289999999999986,30.52,15.187142857142858,-34.50432174410113,0.01,0.580454927809098,0.8142923779467267,82,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.752422472436983,0.6010520813100405
meknes,2022-02-05,14.3,21.53,9.28,0.07,67.67,1.24,14.35,12.250000000000002,0.5269770410768932,2.303245425172597,0.1000000000000319,1.57,15.027142857142858,-61.58392533006789,0.03,0.580454927809098,0.8142923779467267,82,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7688584101139853,0.8304441917842509
settat,2022-02-05,15.79,23.02,11.73,0.01,62.28,2.85,12.25,11.29,0.6767119422566207,2.367228729055028,0.02,5.440000000000018,15.714285714285714,-60.309441177227626,0.01,0.580454927809098,0.8142923779467267,82,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8466399974959959,0.79308366851903
marrakech,2022-02-06,14.03,20.92,9.69,0.48,62.34,1.19,12.4,11.230000000000002,0.6032076459925535,2.331791535866433,1.2399999999999858,31.0,15.11285714285714,-34.39338168373997,0.37,0.5943761565849831,0.804187157621448,83,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7807649450449188,0.5608632280106635
meknes,2022-02-06,14.42,22.55,8.98,0.06,67.39,1.42,14.73,13.57,0.5356845207993322,2.4535208169699003,0.1600000000000319,1.62,14.827142857142858,-62.41988460964878,0.07,0.5943761565849831,0.804187157621448,83,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7924286001451202,0.8482939548347017
settat,2022-02-06,14.32,22.2,8.58,0.18,73.61,1.29,14.81,13.62,0.4307126776123997,2.5062732985414184,0.1999999999999999,5.610000000000018,15.544285714285715,-60.85299811022183,0.01,0.5943761565849831,0.804187157621448,83,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8628571240476666,0.7964982740965609
marrakech,2022-02-07,16.46,24.18,10.69,0.01,44.77,1.49,14.37,13.49,1.0341287151248533,2.771867744072501,0.9199999999999856,31.01,15.321428571428571,-35.0673054360361,0.48,0.6081214998935418,0.7938439653781019,84,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.7977452139669514,0.5904717168909756
meknes,2022-02-07,15.94,25.28,8.85,0.01,58.58,1.52,15.41,16.43,0.7502528726951154,2.8508030154643755,0.170000000000032,1.63,14.824285714285711,-63.17648726072853,0.06,0.6081214998935418,0.7938439653781019,84,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8052570446725559,0.8030951313682494
settat,2022-02-07,16.73,26.22,9.52,0.15,59.49,1.13,15.27,16.7,0.7716431303677437,3.0076105241548445,0.35,5.750000000000018,15.622857142857145,-61.5984682856061,0.18,0.6081214998935418,0.7938439653781019,84,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8730661088737064,0.7910817144333224
marrakech,2022-02-08,16.15,24.07,9.57,0.0,40.43,1.43,15.38,14.5,1.093574743351277,2.8697051014046986,0.9199999999999856,31.01,15.468571428571428,-35.79923018767694,0.01,0.6216868902665479,0.7832658619336791,85,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8113109740653325,0.561479883364582
meknes,2022-02-08,16.95,26.3,10.69,0.0,50.96,1.73,15.46,15.61,0.9472556479182022,2.886079631114608,0.170000000000032,1.63,15.26142857142857,-64.2683201614447,0.01,0.6216868902665479,0.7832658619336791,85,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8173176417062202,0.8109348385203076
settat,2022-02-08,17.14,27.57,10.57,0.0,46.19,1.84,15.55,17.0,1.0519790346310969,3.0955351585107405,0.35,5.750000000000018,15.995714285714286,-62.56526338362806,0.15,0.6216868902665479,0.7832658619336791,85,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8799616279902152,0.8388655083807572
marrakech,2022-02-09,15.49,23.75,8.85,0.0,42.61,1.67,16.64,14.9,1.010003130612652,2.874557671087113,0.9199999999999856,30.97,15.497142857142858,-36.54509726880752,0.0,0.6350683134867438,0.7724559775191742,86,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8190298386811651,0.5632741825631341
meknes,2022-02-09,16.73,26.27,10.37,0.0,50.19,1.51,16.16,15.9,0.9487915162581414,2.918860131465121,0.170000000000032,1.6,15.535714285714286,-65.38444628881848,0.0,0.6350683134867438,0.7724559775191742,86,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8224467000266196,0.7890055765957888
settat,2022-02-09,16.42,26.56,10.06,0.0,49.38,1.68,16.38,16.5,0.9454007581918098,3.01126472959741,0.35,5.690000000000018,16.235714285714288,-63.63899066030697,0.0,0.6350683134867438,0.7724559775191742,86,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8831816874411041,0.8267608765820039
marrakech,2022-02-10,14.13,22.22,8.37,0.0,38.88,2.01,17.56,13.85,0.9853406241692698,2.678876941993202,0.8699999999999858,30.12,15.191428571428572,-38.34287331410696,0.0,0.6482618097757122,0.7614175109532997,87,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8004532494211106,0.7213368191196446
meknes,2022-02-10,15.3,24.13,9.72,0.0,53.86,1.52,17.29,14.409999999999998,0.8021733813658334,2.6863303155171705,0.170000000000032,1.57,15.468571428571428,-66.11505684270604,0.0,0.6482618097757122,0.7614175109532997,87,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8105007041777905,0.8267044632655675
settat,2022-02-10,15.11,24.54,10.06,0.01,55.03,1.54,15.34,14.48,0.7723421423068334,2.735221813420368,0.36,4.850000000000017,16.029999999999998,-65.51984834599088,0.0,0.6482618097757122,0.7614175109532997,87,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8774251299313768,0.8290962430408289
marrakech,2022-02-11,9.67,13.31,6.68,0.01,53.22,1.52,9.46,6.630000000000001,0.5618608840706274,1.6070208106758552,0.8699999999999858,29.95,14.28,-37.87066863994863,0.0,0.6612634749656386,0.7501537286959042,88,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8295196283089911,0.6894011867312168
meknes,2022-02-11,12.41,17.1,8.65,0.08,68.97,1.51,8.58,8.450000000000001,0.4471223490864122,1.893532736387611,0.2200000000000319,1.65,15.15,-65.8987964024058,0.0,0.6612634749656386,0.7501537286959042,88,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8326306187906602,0.9390079699653893
settat,2022-02-11,11.88,18.32,8.09,0.13,80.78,0.98,11.34,10.23,0.2674471155642163,2.090490888183592,0.48,4.800000000000018,15.34142857142857,-65.51246301882703,0.01,0.6612634749656386,0.7501537286959042,88,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8930415563553042,0.8204002344375233
marrakech,2022-02-12,10.73,18.29,5.55,0.0,54.59,1.99,17.95,12.739999999999998,0.5854890049517967,2.33173919553477,0.4999999999999858,28.06,13.808571428571428,-39.96583712857877,0.01,0.6740694616546161,0.7386679638813748,89,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8428833487149656,0.609208735277247
meknes,2022-02-12,12.67,20.2,6.7,0.0,58.62,1.82,17.25,13.5,0.6065248507104449,2.4346597961251417,0.1500000000000319,1.65,14.917142857142858,-66.294979390264,0.08,0.6740694616546161,0.7386679638813748,89,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8441348971517998,0.8128061471570894
settat,2022-02-12,12.62,21.59,5.84,0.0,63.6,2.25,16.21,15.75,0.5317836980070164,2.680543878710172,0.47,4.800000000000018,14.888571428571428,-65.97522163738762,0.13,0.6740694616546161,0.7386679638813748,89,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8991918208951424,0.7725053564916556
marrakech,2022-02-13,11.67,19.67,6.33,0.0,44.35,1.74,18.35,13.340000000000002,0.7637039391525545,2.4839755217352724,0.0199999999999857,11.82,13.471428571428572,-56.63804274869794,0.0,0.6866759803451553,0.726963615332308,90,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8501294928019377,0.8403822402271064
meknes,2022-02-13,13.2,21.88,7.66,0.0,53.02,1.54,17.4,14.22,0.7129115038801481,2.564038016392116,0.0900000000000319,1.65,14.742857142857144,-66.94179752794334,0.0,0.6866759803451553,0.726963615332308,90,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8402420052276416,0.8056145180950178
settat,2022-02-13,13.47,22.08,7.43,0.01,58.35,2.06,16.74,14.65,0.6432614122969795,2.679511714831341,0.3,4.810000000000017,14.767142857142858,-66.56772463538236,0.0,0.6866759803451553,0.726963615332308,90,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8985964984948746,0.8272619307297882
marrakech,2022-02-14,11.82,19.05,7.11,0.0,54.88,1.73,17.74,11.94,0.6253646486701253,2.380557768387109,0.0099999999999857,11.71,12.808571428571428,-57.091905911148494,0.0,0.6990793005655562,0.7150441465537444,91,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8634381418900379,0.8624254347667054
meknes,2022-02-14,12.19,18.91,7.9,0.3,78.37,2.05,16.0,11.01,0.3071963724321667,2.201424973304441,0.380000000000032,1.95,14.207142857142856,-66.86795447662335,0.0,0.6990793005655562,0.7150441465537444,91,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8534351235427218,0.7781766811599392
settat,2022-02-14,13.29,20.21,9.5,0.08,79.12,1.99,15.91,10.71,0.3187167568760751,2.296765447908915,0.23,4.890000000000017,14.275714285714288,-66.7029123306794,0.01,0.6990793005655562,0.7150441465537444,91,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.9049160656506892,0.771237650078726
marrakech,2022-02-15,11.42,19.9,5.41,0.0,58.89,2.14,18.69,14.489999999999998,0.5549090965320174,2.6074307154344565,0.0099999999999857,11.71,12.132857142857144,-57.45356120501417,0.0,0.7112757519738152,0.7029130847082615,92,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8778608529450612,0.7813181885478185
meknes,2022-02-15,11.9,19.49,5.67,0.01,64.34,1.46,18.63,13.82,0.4968658206266027,2.4635977896919448,0.390000000000032,1.9,13.485714285714286,-67.45707833858853,0.3,0.7112757519738152,0.7029130847082615,92,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8653694959537324,0.6501277390416829
settat,2022-02-15,12.24,19.09,6.8,0.03,69.06,3.55,17.36,12.29,0.4408686972994045,2.397033087577602,0.26,4.810000000000018,13.575714285714286,-67.01044989141964,0.08,0.7112757519738152,0.7029130847082615,92,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.916295488936941,0.7253580114713944
marrakech,2022-02-16,13.01,22.64,6.23,0.0,45.17,1.97,19.36,16.41,0.8217651353059748,2.948859174768589,0.0099999999999857,11.71,11.778571428571428,-58.435618468813885,0.0,0.7232617254437388,0.6905740195722294,93,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8897598964741329,0.7779951065750239
meknes,2022-02-16,12.09,21.46,5.39,0.01,55.46,1.67,19.01,16.07,0.6284189526068653,2.696631370296656,0.400000000000032,1.91,12.822857142857142,-68.02726917599563,0.01,0.7232617254437388,0.6905740195722294,93,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8756223258205973,0.5991342522809366
settat,2022-02-16,12.42,22.76,4.88,0.02,63.02,2.72,18.33,17.880000000000003,0.5332083355229752,2.932757798801413,0.28,4.830000000000019,13.004285714285714,-67.69971753745473,0.03,0.7232617254437388,0.6905740195722294,93,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.9200580601754323,0.6189854721221453
marrakech,2022-02-17,14.67,24.98,7.93,0.0,31.44,1.54,19.53,17.05,1.1445754669133303,3.192737604463441,0.0099999999999857,11.71,11.855714285714289,-59.67990071305393,0.0,0.7350336741329412,0.6780306024735382,94,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8939589099394061,0.8223039652093236
meknes,2022-02-17,13.94,23.7,7.67,0.03,63.47,1.31,18.77,16.03,0.5817004619045775,2.8846340247239683,0.4300000000000319,1.93,12.62857142857143,-68.93384240465197,0.01,0.7350336741329412,0.6780306024735382,94,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8813679693005639,0.5245243686246365
settat,2022-02-17,13.77,25.03,5.57,0.33,65.76,2.47,17.77,19.46,0.5392458655280042,3.2228849378071502,0.6000000000000001,5.150000000000018,12.812857142857142,-68.96685234083239,0.02,0.7350336741329412,0.6780306024735382,94,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.9119370955792084,0.6398319590401864
marrakech,2022-02-18,13.18,23.06,7.42,0.01,46.94,2.0,17.38,15.64,0.8041231066318237,2.940549785247364,0.0099999999999857,11.72,12.357142857142858,-60.48820895166082,0.0,0.746588114532413,0.6652865452111116,95,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8841619579389169,0.8341945839428331
meknes,2022-02-18,13.91,22.97,7.63,0.06,61.01,2.33,16.92,15.34,0.6196650078508936,2.8435071373751053,0.4100000000000319,1.95,12.842857142857143,-69.76593933054414,0.03,0.746588114532413,0.6652865452111116,95,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8420793472010426,0.5216722144559521
settat,2022-02-18,12.95,21.36,6.05,0.65,75.22,1.94,14.57,15.31,0.3699354649049589,2.8075760180509763,1.12,5.770000000000018,12.965714285714286,-68.97432458909543,0.33,0.746588114532413,0.6652865452111116,95,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8277889613600994,0.6014322923243104
marrakech,2022-02-19,10.58,16.96,7.13,0.31,75.09,2.37,14.15,9.830000000000002,0.317979167647504,2.152412509383833,0.3199999999999858,12.03,12.335714285714284,-60.37567030810437,0.01,0.7579216274973472,0.6523456189565257,96,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.9003918388937817,0.7773385885057175
meknes,2022-02-19,12.2,16.27,9.52,1.81,84.82,2.44,10.23,6.75,0.2157333359453068,1.7998824531436663,2.220000000000032,3.76,12.775714285714288,-67.71912210186345,0.06,0.7579216274973472,0.6523456189565257,96,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8750265911979169,0.6542168918861583
settat,2022-02-19,11.4,14.68,7.69,4.68,87.47,1.77,8.0,6.989999999999999,0.1689079047867849,1.8164258673068456,5.8,10.430000000000016,12.79142857142857,-63.95026708715298,0.65,0.7579216274973472,0.6523456189565257,96,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8630638895911933,0.6957114733925507
marrakech,2022-02-20,12.24,20.24,5.4,0.01,56.82,1.47,12.28,14.839999999999998,0.6152782918354327,2.821348934321666,0.3299999999999858,12.04,12.417142857142858,-61.129329653721896,0.31,0.7690308592589181,0.6392116531380588,97,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.9134406526636464,0.83857665485188
meknes,2022-02-20,14.86,24.14,6.84,0.02,64.48,2.55,17.39,17.3,0.6003008043685439,3.1639623387828304,2.240000000000032,3.78,13.012857142857143,-68.9117896471494,1.81,0.7690308592589181,0.6392116531380588,97,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8868537075357019,0.5020958537301979
settat,2022-02-20,13.61,23.37,6.05,0.01,73.91,2.6,16.03,17.32,0.4066368177894853,3.101210534687396,5.8,10.440000000000015,12.811428571428571,-64.94227108900463,4.68,0.7690308592589181,0.6392116531380588,97,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8777402667062612,0.6216095555010436
marrakech,2022-02-21,15.05,24.6,7.2,0.0,41.54,1.87,18.17,17.400000000000002,1.0001591414679685,3.367036583146993,0.3299999999999858,12.0,12.87857142857143,-62.25145446058448,0.01,0.7799125224167177,0.6258885343075018,98,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.92171217491229,0.8266851029403667
meknes,2022-02-21,17.34,27.13,9.68,0.0,47.0,1.98,18.13,17.45,1.0493346386432192,3.4483105216742995,1.940000000000032,3.73,13.748571428571427,-69.82451168745737,0.02,0.7799125224167177,0.6258885343075018,98,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8977279994887561,0.5587657453133887
settat,2022-02-21,16.43,26.57,8.61,0.01,52.09,1.87,17.9,17.96,0.8953574388836668,3.4700568796444795,5.73,10.450000000000015,13.26,-65.8582150464224,0.01,0.7799125224167177,0.6258885343075018,98,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8873679106178373,0.6622263001460998
marrakech,2022-02-22,16.8,26.22,8.99,0.0,37.44,2.0,14.01,17.229999999999997,1.1969640424849068,3.556700311528627,0.3299999999999858,12.0,13.647142857142857,-63.51436175459886,0.0,0.7905633969115482,0.612380204990065,99,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.9188829848480656,0.8500409968338822
meknes,2022-02-22,18.68,28.98,10.39,0.0,42.55,1.43,16.04,18.59,1.237419154545892,3.726561704303795,1.930000000000032,3.67,14.717142857142855,-71.42404484132135,0.0,0.7905633969115482,0.612380204990065,99,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.9032543379129204,0.7596317207320217
settat,2022-02-22,17.55,27.36,10.03,0.0,42.9,1.72,13.88,17.33,1.145601876906009,3.5493169428361897,5.699999999999999,10.430000000000016,14.018571428571429,-67.22046169891229,0.01,0.7905633969115482,0.612380204990065,99,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8942413661255753,0.7439459906105254
marrakech,2022-02-23,17.26,26.56,13.25,0.37,47.4,3.75,12.93,13.31,1.0361611408687177,3.19235687496783,0.6999999999999857,12.32,14.254285714285714,-64.4177816267971,0.0,0.8009803309782905,0.5986906625177214,100,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.9183870359699388,0.8359298676348834
meknes,2022-02-23,20.01,29.39,13.37,0.01,40.65,2.47,17.04,16.020000000000003,1.3886292356989711,3.616171959291565,1.930000000000032,3.22,15.848571428571429,-73.74496384041196,0.0,0.8009803309782905,0.5986906625177214,100,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.8167169260696807,0.770388266753855
settat,2022-02-23,19.79,30.01,13.95,0.2,45.38,2.88,16.86,16.060000000000002,1.260660609909407,3.663292069183014,5.88,10.550000000000018,15.071428571428571,-68.9462376037573,0.0,0.8009803309782905,0.5986906625177214,100,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8805972999610562,0.7828477329965682
marrakech,2022-02-24,17.37,25.19,11.67,0.48,52.87,3.89,10.94,13.52,0.9348866154569432,3.252692089786402,1.1799999999999855,7.19,14.64,-71.02488962458281,0.37,0.8111602420785621,0.5848239578463322,101,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.9047019871803594,0.8939165148260007
meknes,2022-02-24,18.44,26.51,12.11,7.21,63.27,1.4,9.35,14.400000000000002,0.7793323846175164,3.314109081331036,9.110000000000031,10.22,16.491428571428575,-68.06067768224422,0.01,0.8111602420785621,0.5848239578463322,101,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7690970091334346,0.5574088376420799
settat,2022-02-24,18.3,25.24,13.02,1.02,63.15,1.73,5.63,12.22,0.7750458137652564,3.094061170719133,6.57,8.110000000000017,15.718571428571428,-72.49897325933368,0.2,0.8111602420785621,0.5848239578463322,101,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8822276282168792,0.7801027134171283
marrakech,2022-02-25,17.39,25.65,11.77,1.43,50.51,3.19,14.8,13.88,0.9829416934773678,3.323198861537328,2.599999999999985,6.57,15.241428571428573,-73.167404809198,0.48,0.8211001178128892,0.5707841943569036,102,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.9096062991935768,0.8690029042281424
meknes,2022-02-25,19.23,28.17,13.36,5.12,63.9,1.97,12.99,14.810000000000002,0.8047131411198514,3.4633961684222614,14.170000000000032,15.21,17.25142857142857,-64.52841318438716,7.21,0.8211001178128892,0.5707841943569036,102,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7683565063380932,0.5594605263606531
settat,2022-02-25,18.54,26.74,13.76,0.61,60.15,2.03,13.51,12.98,0.8508448238772124,3.2363522397283586,6.529999999999999,8.290000000000017,16.517142857142858,-73.63375152482983,1.02,0.8211001178128892,0.5707841943569036,102,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.880879483455795,0.7907457997548836
marrakech,2022-02-26,16.05,25.05,10.33,0.14,54.4,1.79,12.71,14.72,0.8317904283582358,3.317431431078882,2.429999999999985,5.83,16.022857142857145,-75.25126337099863,1.43,0.8307970168121247,0.5565755266413303,103,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.8424008782038601,0.891027663392483
meknes,2022-02-26,19.35,27.7,14.44,0.94,60.85,1.71,14.38,13.26,0.8792444250635778,3.315590914077777,13.300000000000033,15.81,18.272857142857145,-65.30158871359369,5.12,0.8307970168121247,0.5565755266413303,103,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7363312102101294,0.6402318658583044
settat,2022-02-26,17.36,25.41,13.11,0.5,72.23,1.78,12.34,12.3,0.5505071315603272,3.073043417514537,2.35,8.730000000000016,17.368571428571425,-74.13956245905312,0.61,0.8307970168121247,0.5565755266413303,103,1.15,33.0,-7.62,0.28,0.14,1.0,140.0,0.8604676890508528,0.860607945910517
marrakech,2022-02-27,13.42,19.3,9.82,4.0,77.43,1.5,7.06,9.48,0.3474470679961777,2.4743384145781446,6.419999999999986,9.55,16.19142857142857,-71.98231492367114,0.14,0.8402480696078469,0.5422021592729844,104,1.15,31.63,-7.99,0.25,0.12,1.0,130.0,0.86571373919274,0.770510483517851
meknes,2022-02-27,16.85,22.34,13.1,1.84,75.61,1.49,12.76,9.24,0.4681382913215703,2.6032354160131086,15.120000000000031,17.61,18.557142857142857,-64.18579860364402,0.94,0.8402480696078469,0.5422021592729844,104,1.15,33.89,-5.55,0.3,0.15,1.0,150.0,0.7611294505644146,0.6574070441023416
